home_starter_BA,home_starter_SLG,home_starter_OBP,home_starter_PA_per_Game,home_starter_WHIP,home_starter_H9,home_starter_HR9,home_starter_SO9,home_starter_SOW,home_starter_GO_O,home_starter_FO_O,home_starter_PO_O,home_starter_LO_O,away_starter_BA,away_starter_SLG,away_starter_OBP,away_starter_PA_per_Game,away_starter_WHIP,away_starter_H9,away_starter_HR9,away_starter_SO9,away_starter_SOW,away_starter_GO_O,away_starter_FO_O,away_starter_PO_O,away_starter_LO_O,home_relief_BA_mean,away_relief_BA_mean,home_relief_BA_std,away_relief_BA_std,home_relief_SLG_mean,away_relief_SLG_mean,home_relief_SLG_std,away_relief_SLG_std,home_relief_OBP_mean,away_relief_OBP_mean,home_relief_OBP_std,away_relief_OBP_std,home_relief_PA_per_Game_mean,away_relief_PA_per_Game_mean,home_relief_PA_per_Game_std,away_relief_PA_per_Game_std,home_relief_WHIP_mean,away_relief_WHIP_mean,home_relief_WHIP_std,away_relief_WHIP_std,home_relief_H9_mean,away_relief_H9_mean,home_relief_H9_std,away_relief_H9_std,home_relief_HR9_mean,away_relief_HR9_mean,home_relief_HR9_std,away_relief_HR9_std,home_relief_SO9_mean,away_relief_SO9_mean,home_relief_SO9_std,away_relief_SO9_std,home_relief_SOW_mean,away_relief_SOW_mean,home_relief_SOW_std,away_relief_SOW_std,home_relief_GO_O_mean,away_relief_GO_O_mean,home_relief_GO_O_std,away_relief_GO_O_std,home_relief_FO_O_mean,away_relief_FO_O_mean,home_relief_FO_O_std,away_relief_FO_O_std,home_relief_PO_O_mean,away_relief_PO_O_mean,home_relief_PO_O_std,away_relief_PO_O_std,home_relief_LO_O_mean,away_relief_LO_O_mean,home_relief_LO_O_std,away_relief_LO_O_std,home_hitters_BA_mean,home_hitters_BA_std,away_hitters_BA_mean,away_hitters_BA_std,home_hitters_SLG_mean,home_hitters_SLG_std,away_hitters_SLG_mean,away_hitters_SLG_std,home_hitters_OBP_mean,home_hitters_OBP_std,away_hitters_OBP_mean,away_hitters_OBP_std,home_hitters_PA_per_Game_mean,home_hitters_PA_per_Game_std,away_hitters_PA_per_Game_mean,away_hitters_PA_per_Game_std,home_hitters_GO_O_mean,home_hitters_GO_O_std,away_hitters_GO_O_mean,away_hitters_GO_O_std,home_hitters_FO_O_mean,home_hitters_FO_O_std,away_hitters_FO_O_mean,away_hitters_FO_O_std,home_hitters_PO_O_mean,home_hitters_PO_O_std,away_hitters_PO_O_mean,away_hitters_PO_O_std,home_hitters_LO_O_mean,home_hitters_LO_O_std,away_hitters_LO_O_mean,away_hitters_LO_O_std,ID
0.24742268041237114,0.29553264604810997,0.2971246006389776,24.076923076923077,21.943231441048034,8.489082969432316,1.296943231441048,7.899563318777293,3.1904761904761907,0.21993127147766323,0.1134020618556701,0.07903780068728522,0.044673539518900345,0.24375,0.28125,0.29545454545454547,27.076923076923077,24.932270916334662,8.390438247011952,1.1832669322709162,10.003984063745019,3.875,0.19375,0.103125,0.053125,0.078125,0.21774728083800202,0.25373040742162306,0.03828636575365246,0.02931903398861418,0.26090456581888527,0.3288999022273202,0.05457890689955142,0.06624809460403452,0.29941592589276994,0.3418781273809312,0.05707517507506337,0.051912324432165244,6.376488241430771,5.192324991350479,3.725115004470394,0.7683332292010498,9.922687498294712,9.425251217964425,5.575507015280687,4.361763041725629,7.304187484652402,8.970118104536947,1.6308944641139103,1.5367379795033356,0.9320868849071924,0.8516321602448494,0.6955966570615153,0.6301199130427413,10.090805659182305,9.22508661291138,2.6134341164163004,3.0899328518818394,3.1558268891602226,3.1030719980299812,1.492014920756687,2.232003240134943,0.2224458738579946,0.128578634221935,0.10394406474035589,0.049192513983606106,0.09072703919343661,0.1328882721340574,0.03293692433381359,0.03728435394954092,0.04516112873102823,0.08751202164689299,0.03179535160229334,0.05577631693937886,0.049273724385662715,0.06363441448623346,0.020418548028243298,0.019974845379248818,0.26301592985394456,0.26301592985394456,0.25257271316144964,0.25257271316144964,0.30117103002117407,0.30117103002117407,0.29657220719440763,0.29657220719440763,0.3280493298730094,0.3280493298730094,0.31869093004148696,0.31869093004148696,3.906608627078921,3.906608627078921,3.3042639911635865,3.3042639911635865,0.18329630404737488,0.18329630404737488,0.20622988756768537,0.20622988756768537,0.13420655124222783,0.13420655124222783,0.11345748711122375,0.11345748711122375,0.05725143796206997,0.05725143796206997,0.04880299117574259,0.04880299117574259,0.05832614251082843,0.05832614251082843,0.05360977799243095,0.05360977799243095,2019/06/11/nynmlb-nyamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/colmlb-miamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/detmlb-tormlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/houmlb-tbamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/nynmlb-wasmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/pitmlb-cinmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/sfnmlb-sdnmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019/03/28/slnmlb-milmlb-1
0.25,0.35,0.2857142857142857,21.0,2.0,9.0,3.6,1.8,1.0,0.05,0.3,0.3,0.05,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.13472222222222222,0.125,0.16334065554260035,0.125,0.1611111111111111,0.125,0.19108203913244265,0.125,0.29192370129870127,0.125,0.20859672264562232,0.125,4.270833333333333,3.5,1.1332643974132623,0.5,1.9291666666666667,0.5,1.4583511903668624,0.5,4.9875,4.5,6.570851828340067,4.5,0.0,0.0,0.0,0.0,6.8625,4.5,5.0455271032866325,4.5,0.8333333333333334,0.0,1.5964370050556682,0.0,0.10555555555555554,0.16666666666666666,0.11954130439638895,0.16666666666666666,0.275,0.4583333333333333,0.20874034316393542,0.20833333333333331,0.08055555555555555,0.125,0.1180800628157349,0.125,0.05555555555555555,0.0,0.11111111111111112,0.0,0.1860014985014985,0.1860014985014985,0.08333333333333333,0.08333333333333333,0.21973165723165722,0.21973165723165722,0.1111111111111111,0.1111111111111111,0.25906593406593403,0.25906593406593403,0.18055555555555555,0.18055555555555555,3.3888888888888893,3.3888888888888893,2.75,2.75,0.18174186924186922,0.18174186924186922,0.09027777777777778,0.09027777777777778,0.1501068376068376,0.1501068376068376,0.2847222222222222,0.2847222222222222,0.07595182595182594,0.07595182595182594,0.09722222222222221,0.09722222222222221,0.05692918192918192,0.05692918192918192,0.06944444444444443,0.06944444444444443,2019/03/29/anamlb-oakmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.4107142857142857,0.2777777777777778,0.1607142857142857,0.0,0.5535714285714286,0.2777777777777778,0.30357142857142855,0.0,0.3472222222222222,0.3157894736842105,0.09722222222222221,0.0,6.5,19.0,2.5,0.0,1.5,2.153846153846154,0.5,0.0,13.5,10.384615384615385,4.5,0.0,4.5,8.307692307692308,4.5,0.0,6.75,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.1111111111111111,0.07142857142857142,0.0,0.125,0.2222222222222222,0.125,0.0,0.0,0.2222222222222222,0.0,0.0,0.125,0.16666666666666666,0.125,0.0,0.2583333333333333,0.2583333333333333,0.17948717948717946,0.17948717948717946,0.27499999999999997,0.27499999999999997,0.26282051282051283,0.26282051282051283,0.3,0.3,0.17307692307692307,0.17307692307692307,3.0,3.0,2.4615384615384617,2.4615384615384617,0.13055555555555556,0.13055555555555556,0.08333333333333333,0.08333333333333333,0.09305555555555556,0.09305555555555556,0.0641025641025641,0.0641025641025641,0.14166666666666666,0.14166666666666666,0.057692307692307696,0.057692307692307696,0.14444444444444446,0.14444444444444446,0.05128205128205128,0.05128205128205128,2019/03/29/arimlb-lanmlb-1
