home_starter_BA,home_starter_SLG,home_starter_OBP,home_starter_PA_per_Game,home_starter_WHIP,home_starter_H9,home_starter_HR9,home_starter_SO9,home_starter_SOW,home_starter_GO_O,home_starter_FO_O,home_starter_PO_O,home_starter_LO_O,away_starter_BA,away_starter_SLG,away_starter_OBP,away_starter_PA_per_Game,away_starter_WHIP,away_starter_H9,away_starter_HR9,away_starter_SO9,away_starter_SOW,away_starter_GO_O,away_starter_FO_O,away_starter_PO_O,away_starter_LO_O,home_relief_BA_mean,away_relief_BA_mean,home_relief_BA_std,away_relief_BA_std,home_relief_SLG_mean,away_relief_SLG_mean,home_relief_SLG_std,away_relief_SLG_std,home_relief_OBP_mean,away_relief_OBP_mean,home_relief_OBP_std,away_relief_OBP_std,home_relief_PA_per_Game_mean,away_relief_PA_per_Game_mean,home_relief_PA_per_Game_std,away_relief_PA_per_Game_std,home_relief_WHIP_mean,away_relief_WHIP_mean,home_relief_WHIP_std,away_relief_WHIP_std,home_relief_H9_mean,away_relief_H9_mean,home_relief_H9_std,away_relief_H9_std,home_relief_HR9_mean,away_relief_HR9_mean,home_relief_HR9_std,away_relief_HR9_std,home_relief_SO9_mean,away_relief_SO9_mean,home_relief_SO9_std,away_relief_SO9_std,home_relief_SOW_mean,away_relief_SOW_mean,home_relief_SOW_std,away_relief_SOW_std,home_relief_GO_O_mean,away_relief_GO_O_mean,home_relief_GO_O_std,away_relief_GO_O_std,home_relief_FO_O_mean,away_relief_FO_O_mean,home_relief_FO_O_std,away_relief_FO_O_std,home_relief_PO_O_mean,away_relief_PO_O_mean,home_relief_PO_O_std,away_relief_PO_O_std,home_relief_LO_O_mean,away_relief_LO_O_mean,home_relief_LO_O_std,away_relief_LO_O_std,home_hitters_BA_mean,home_hitters_BA_std,away_hitters_BA_mean,away_hitters_BA_std,home_hitters_SLG_mean,home_hitters_SLG_std,away_hitters_SLG_mean,away_hitters_SLG_std,home_hitters_OBP_mean,home_hitters_OBP_std,away_hitters_OBP_mean,away_hitters_OBP_std,home_hitters_PA_per_Game_mean,home_hitters_PA_per_Game_std,away_hitters_PA_per_Game_mean,away_hitters_PA_per_Game_std,home_hitters_GO_O_mean,home_hitters_GO_O_std,away_hitters_GO_O_mean,away_hitters_GO_O_std,home_hitters_FO_O_mean,home_hitters_FO_O_std,away_hitters_FO_O_mean,away_hitters_FO_O_std,home_hitters_PO_O_mean,home_hitters_PO_O_std,away_hitters_PO_O_mean,away_hitters_PO_O_std,home_hitters_LO_O_mean,home_hitters_LO_O_std,away_hitters_LO_O_mean,away_hitters_LO_O_std,ID
0.24204545454545454,0.2943181818181818,0.29083245521601686,23.725,63.91942446043166,8.274820143884892,1.3985611510791367,8.779856115107915,3.5873015873015874,0.22386363636363638,0.12045454545454545,0.05227272727272727,0.048863636363636366,0.229490022172949,0.2616407982261641,0.288,26.31578947368421,79.85068493150685,7.656164383561643,0.8506849315068493,9.283561643835617,3.1772151898734178,0.1984478935698448,0.11086474501108648,0.06208425720620843,0.07427937915742794,0.2093587815137574,0.22739467495023935,0.03489367902456757,0.028860576081279943,0.2533913468694272,0.26351595623500135,0.04932684539269159,0.03888373953438095,0.29750687935675396,0.295116555247558,0.023526122171884725,0.03315751285248111,5.351070572821611,5.17474139442663,3.05241836615902,1.0748401791339017,29.409398461537034,32.462156796931346,15.617192944268758,12.25358224513694,7.059586153833296,7.759411172382118,1.4624638376898798,1.177545547524674,0.8770981168217801,1.0516610363905337,0.3763666956251769,0.5469004245896895,10.70159766515944,10.12784548714171,3.076796867553866,2.719309883460615,2.827032240790822,3.576895415928399,1.06209185301411,1.2817792546509137,0.19454452151843782,0.17404325912769691,0.07624517576427224,0.03763879763751794,0.09870303642902598,0.13505274889112043,0.041182312028798136,0.04052782050386248,0.04608673881370913,0.051088042605243425,0.032628868130760734,0.01528687709299852,0.0641588443113506,0.058705540747407914,0.015795079167450415,0.008226239330515465,0.2573954651872305,0.2573954651872305,0.24446508202233053,0.24446508202233053,0.30186850432318596,0.30186850432318596,0.2885285601281724,0.2885285601281724,0.332006940236326,0.332006940236326,0.30850514775541,0.30850514775541,3.9192599375104944,3.9192599375104944,3.4116237637588176,3.4116237637588176,0.1961144204778782,0.1961144204778782,0.2062414752304356,0.2062414752304356,0.13124012149755127,0.13124012149755127,0.12926345939690662,0.12926345939690662,0.05341707972222697,0.05341707972222697,0.05048168503006843,0.05048168503006843,0.06381957846203729,0.06381957846203729,0.061230279181070255,0.061230279181070255,2019/06/11/nynmlb-nyamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.16458333333333333,0.15867346938775512,0.14079079732394129,0.12943104278141784,0.23645833333333333,0.17653061224489797,0.22181141498904974,0.16245494040955957,0.228125,0.20959595959595959,0.15882257199466326,0.1873300241110512,4.5,4.857142857142857,1.7320508075688772,2.2474475317931817,1.2,1.329591836734694,1.0148891565092222,1.3910502595723828,6.3,5.5377551020408164,5.901694671871801,4.774044123465416,0.5625,0.48214285714285715,1.4882351124738322,1.1810039831276038,8.6625,9.270918367346939,3.598241758136882,4.475394516777227,0.25,0.7857142857142857,0.4330127018922193,1.0642617446965243,0.21770833333333334,0.3979591836734694,0.16246994914444948,0.19949494283830177,0.19166666666666665,0.07142857142857142,0.1315637783653912,0.131222664791956,0.03125,0.06547619047619048,0.05412658773652741,0.11755010510792559,0.11458333333333333,0.0,0.17147997534535758,0.0,0.2556776556776557,0.2556776556776557,0.13812384196999583,0.13812384196999583,0.33971688034188036,0.33971688034188036,0.2005170043631582,0.2005170043631582,0.33009146641112586,0.33009146641112586,0.23860882707036554,0.23860882707036554,4.152777777777778,4.152777777777778,3.3717948717948714,3.3717948717948714,0.1206959706959707,0.1206959706959707,0.19556810710656866,0.19556810710656866,0.12896443833943835,0.12896443833943835,0.15857091626322395,0.15857091626322395,0.06726190476190476,0.06726190476190476,0.13634869404100172,0.13634869404100172,0.07946428571428571,0.07946428571428571,0.02836052836052836,0.02836052836052836,2018/04/02/balmlb-houmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.18148552836052836,0.186734693877551,0.1235523193278766,0.179586038867451,0.22457993395493395,0.2357142857142857,0.16764977169634404,0.22160953763773722,0.2653027528027528,0.30238095238095236,0.08945364269346219,0.16046276614756425,6.958333333333333,3.9047619047619047,5.148995317319465,1.0942024088643865,1.8705357142857144,2.0357142857142856,0.7961392967965016,1.543584484641022,6.709821428571429,8.035714285714286,5.122430836252831,8.406447962542728,0.4821428571428571,1.2857142857142858,1.2756300964061418,3.1493439550069433,11.685267857142858,10.125,5.020906050560861,6.986913788341337,2.625,1.3571428571428572,1.8666480653835098,1.0251928638862373,0.1217244560994561,0.06683673469387755,0.10278726495183269,0.07996706423229834,0.14657876845376847,0.10255102040816326,0.07060260435950273,0.09630026016729246,0.06681235431235431,0.13826530612244897,0.07603311354348526,0.1657071854314818,0.060069444444444446,0.14047619047619048,0.07057329036733094,0.16710825852730085,0.23863084370050314,0.23863084370050314,0.18021618903971842,0.18021618903971842,0.27360235367201313,0.27360235367201313,0.23232780291603825,0.23232780291603825,0.33720839345839343,0.33720839345839343,0.28360057422929535,0.28360057422929535,3.8958333333333335,3.8958333333333335,4.096153846153846,4.096153846153846,0.23505774554536166,0.23505774554536166,0.22130418601006838,0.22130418601006838,0.1269723768949775,0.1269723768949775,0.19914464620346972,0.19914464620346972,0.08405575905575906,0.08405575905575906,0.07748525983820101,0.07748525983820101,0.037663634954656626,0.037663634954656626,0.07290095525389642,0.07290095525389642,2018/04/02/bosmlb-miamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.18888888888888888,0.21190476190476187,0.14291004311552225,0.14356965173029843,0.2841269841269841,0.2761904761904762,0.2657296462534039,0.2111677928442069,0.26860441146155434,0.2571428571428572,0.17275975584162848,0.1821078397711709,3.6666666666666665,3.7142857142857144,0.511766315719159,1.2777531299998797,1.445578231292517,1.2142857142857142,1.0037760167601393,0.9202927661946518,6.581632653061225,8.357142857142858,5.125883067123742,6.098678344610446,0.9795918367346939,0.0,1.5657198186789087,0.0,8.60204081632653,8.357142857142858,4.649031552629297,6.098678344610446,1.1428571428571428,0.2857142857142857,1.5518257844571737,0.4517539514526256,0.19682539682539682,0.1952380952380952,0.1548412495016787,0.18723431667940477,0.10793650793650793,0.25,0.13035215979458928,0.32732683535398854,0.07777777777777777,0.047619047619047616,0.07126966450997983,0.11664236870396086,0.06190476190476191,0.028571428571428574,0.07438333024673004,0.06998542122237653,0.20492392223161457,0.20492392223161457,0.29537037037037034,0.29537037037037034,0.25600873485488873,0.25600873485488873,0.3332010582010582,0.3332010582010582,0.2697201742450611,0.2697201742450611,0.36320346320346325,0.36320346320346325,3.3589743589743586,3.3589743589743586,3.625,3.625,0.2177373908143139,0.2177373908143139,0.11375661375661376,0.11375661375661376,0.0773316427162581,0.0773316427162581,0.07208994708994709,0.07208994708994709,0.06341222879684419,0.06341222879684419,0.025925925925925925,0.025925925925925925,0.04644970414201184,0.04644970414201184,0.1283399470899471,0.1283399470899471,2018/04/02/chamlb-tormlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.2576530612244898,0.29131410256410256,0.18307015426539955,0.27742046031346224,0.2780612244897959,0.3134294871794872,0.2073400589409806,0.2665261705194003,0.3721088435374149,0.38521270396270396,0.1411987569709123,0.24183230413010762,4.857142857142857,7.104166666666666,2.1499881347560588,7.293898467973839,2.0714285714285716,1.955681818181818,1.35432037327561,0.8529566279610802,10.928571428571429,5.226136363636364,9.349096867874348,3.0550248203398547,4.178571428571429,0.0,3.883836205798256,0.0,9.0,6.9928977272727275,6.249285673464723,4.501143885476605,0.5,1.6875,0.7071067811865476,1.4563975247163805,0.14540816326530612,0.1725267094017094,0.16925400423875886,0.12380049693833231,0.11819727891156462,0.15492521367521367,0.11322622969985789,0.11238766144202804,0.03571428571428571,0.05989316239316239,0.08748177652797065,0.047842176184271744,0.0977891156462585,0.014615384615384617,0.09209619433035583,0.026945045981749224,0.2914034683265453,0.2914034683265453,0.24368885471826648,0.24368885471826648,0.32674206135744593,0.32674206135744593,0.3254126048243695,0.3254126048243695,0.375420306189537,0.375420306189537,0.3259031405253137,0.3259031405253137,3.3205128205128207,3.3205128205128207,4.222222222222222,4.222222222222222,0.13736519890366045,0.13736519890366045,0.1526414761708879,0.1526414761708879,0.06627816627816628,0.06627816627816628,0.13553059141294435,0.13553059141294435,0.058514562360716206,0.058514562360716206,0.08164743752979046,0.08164743752979046,0.06266596651212036,0.06266596651212036,0.07195767195767196,0.07195767195767196,2018/04/02/chnmlb-cinmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.2743055555555555,0.1880952380952381,0.17818827390372838,0.2087241232756487,0.32743055555555556,0.2119047619047619,0.21473694384994013,0.24052333342713858,0.3606376262626263,0.24166666666666667,0.16723075824546826,0.20497289793748072,4.229166666666666,4.5,1.583196265996944,1.707825127659933,2.326041666666667,1.1666666666666667,1.2720379366012546,1.114924013354971,11.934375,9.0,9.108829314702028,10.790620927453618,0.0,3.375,0.0,5.15539765682532,12.15267857142857,6.0,6.002548286977791,7.310095758606723,1.4375,0.0,1.1021995055342748,0.0,0.19613095238095238,0.21944444444444444,0.14415918298770475,0.16113505569192418,0.10188492063492063,0.30158730158730157,0.10562112885948544,0.28127055788364047,0.04895833333333333,0.09722222222222221,0.065409699735165,0.13958160584890125,0.030357142857142857,0.03333333333333333,0.05366064000470256,0.07453559924999299,0.256245495990078,0.256245495990078,0.14474862744093514,0.14474862744093514,0.33815089709052554,0.33815089709052554,0.1671262498185575,0.1671262498185575,0.2735197722813822,0.2735197722813822,0.2266622266622267,0.2266622266622267,4.051282051282052,4.051282051282052,3.512820512820513,3.512820512820513,0.23922484893847118,0.23922484893847118,0.2072231187615803,0.2072231187615803,0.07674701459531182,0.07674701459531182,0.22388978542824695,0.22388978542824695,0.06883979024071904,0.06883979024071904,0.07005302389917774,0.07005302389917774,0.06360470025330707,0.06360470025330707,0.02914948299563684,0.02914948299563684,2018/04/02/clemlb-anamlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.21258503401360546,0.19034090909090906,0.18048056231900056,0.17173080707524324,0.23299319727891157,0.21117424242424243,0.22297727942257306,0.21314813314775002,0.3010204081632653,0.2702380952380952,0.15972855752042622,0.19004042415178773,5.928571428571429,5.0,3.9589732744431476,2.817356917396161,1.6787878787878785,1.6227678571428572,0.8929828325541992,1.1242712173178169,8.68051948051948,7.854910714285714,8.534996956515656,8.659740544947265,0.42857142857142855,0.0,1.049781318335648,0.0,6.8999999999999995,13.198660714285715,4.8346960312191,8.954842767149795,0.7142857142857143,1.375,0.8806305718527108,1.8666480653835098,0.22448979591836735,0.14441287878787878,0.1730353379860803,0.15938867223805434,0.21768707482993196,0.13731060606060608,0.17189494923120105,0.11799941610686497,0.0,0.011363636363636364,0.0,0.030065355807552166,0.04421768707482993,0.041666666666666664,0.07020329061411665,0.07216878364870323,0.2404761904761905,0.2404761904761905,0.19955877455877458,0.19955877455877458,0.2686507936507937,0.2686507936507937,0.2143023643023643,0.2143023643023643,0.31318681318681313,0.31318681318681313,0.2320512820512821,0.2320512820512821,3.25,3.25,3.263888888888889,3.263888888888889,0.12519841269841267,0.12519841269841267,0.12241647241647242,0.12241647241647242,0.09107142857142857,0.09107142857142857,0.12787490287490286,0.12787490287490286,0.10972222222222222,0.10972222222222222,0.05502136752136752,0.05502136752136752,0.029563492063492066,0.029563492063492066,0.037597125097125095,0.037597125097125095,2018/04/02/colmlb-sdnmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.3239795918367347,0.31830357142857146,0.16748367091983596,0.32722666142358964,0.411281179138322,0.3339285714285714,0.29474942010790395,0.33250268527379706,0.3516130694702123,0.38809523809523805,0.13826858822544025,0.3107849764504417,6.642857142857143,3.8125,4.206409104095845,1.869784412706449,2.0142857142857142,1.56875,1.1407122730101218,1.4497709948471171,11.700000000000001,8.49375,7.816466136122056,9.898561685290444,1.0285714285714285,3.76875,1.695973623206518,5.969659616552689,6.428571428571429,4.33125,6.9784800403432685,4.846321897841703,1.2857142857142858,0.4375,1.5779087167410373,0.6817945071647321,0.06485260770975057,0.21979166666666666,0.07866095163999572,0.19693561677050136,0.19852607709750567,0.1763392857142857,0.15346155759121363,0.325671096271113,0.1208049886621315,0.0,0.10358627471611465,0.0,0.041666666666666664,0.11354166666666667,0.0668153104781061,0.12555000525465718,0.21401333709026013,0.21401333709026013,0.1712301587301587,0.1712301587301587,0.29770357847280926,0.29770357847280926,0.20396825396825394,0.20396825396825394,0.30799040702886854,0.30799040702886854,0.24417989417989416,0.24417989417989416,4.397435897435899,4.397435897435899,3.5833333333333335,3.5833333333333335,0.14329623368084904,0.14329623368084904,0.22744708994708993,0.22744708994708993,0.14836808490654643,0.14836808490654643,0.13455687830687832,0.13455687830687832,0.020451770451770452,0.020451770451770452,0.09209656084656086,0.09209656084656086,0.22047290316521082,0.22047290316521082,0.09358465608465609,0.09358465608465609,2018/04/02/kcamlb-detmlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.12289562289562289,0.15952380952380948,0.13097816207212074,0.1447102038002166,0.1414141414141414,0.17539682539682538,0.1501623105789748,0.16724389836986614,0.23956228956228953,0.23095238095238094,0.0486674684606422,0.16960003636674406,3.4444444444444446,4.428571428571429,1.359693138946713,1.9897697538834456,0.9861111111111112,0.9285714285714286,0.26534684964642774,0.6776309271789384,4.375,5.785714285714286,4.982782856998687,5.222596117265975,0.5,1.2857142857142858,1.118033988749895,3.1493439550069433,8.3125,5.142857142857143,5.392775839027616,6.555882231762152,0.5,0.07142857142857142,0.7637626158259734,0.1749635530559413,0.2689393939393939,0.20238095238095236,0.22960711909669457,0.18823081310526069,0.13552188552188552,0.1634920634920635,0.1814065829965283,0.1798210246523734,0.0707070707070707,0.044444444444444446,0.12205096943024821,0.07417981870189157,0.015151515151515152,0.03968253968253969,0.03387981784090591,0.06447649527488857,0.2577441077441078,0.2577441077441078,0.1924048174048174,0.1924048174048174,0.2804713804713805,0.2804713804713805,0.22103729603729605,0.22103729603729605,0.3932641432641433,0.3932641432641433,0.24770333832833835,0.24770333832833835,3.236111111111111,3.236111111111111,3.2430555555555554,3.2430555555555554,0.14151936026936027,0.14151936026936027,0.17094017094017097,0.17094017094017097,0.16630892255892257,0.16630892255892257,0.12336829836829838,0.12336829836829838,0.020833333333333332,0.020833333333333332,0.0905982905982906,0.0905982905982906,0.11689814814814814,0.11689814814814814,0.07241647241647242,0.07241647241647242,2018/04/02/lanmlb-arimlb-1
0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0,0,0,0,0,0,0,0,0.25487012987012986,0.23492063492063495,0.17346992722625032,0.2358411822394699,0.3834415584415584,0.26825396825396824,0.31178012040730585,0.2686669123672608,0.34286858974358975,0.40277777777777773,0.1747119581382049,0.23773948289755123,5.541666666666666,5.333333333333333,3.1344302158092114,1.7950549357115015,2.364583333333333,1.5833333333333333,1.40802357293635,1.0960788698304922,11.15625,9.75,10.773910545270923,9.86470982847443,0.0,3.75,0.0,5.460082416960389,7.3125,12.75,6.032140478304529,12.300914600142544,1.0,0.8333333333333334,1.0,1.2133516482134197,0.14415584415584415,0.05158730158730159,0.15414112775628952,0.07327851314531501,0.1512987012987013,0.11666666666666665,0.13782610939550374,0.18633899812498247,0.017857142857142856,0.023809523809523808,0.04724555912615341,0.05323971374999499,0.15844155844155844,0.023809523809523808,0.11887196801557309,0.05323971374999499,0.28270803270803274,0.28270803270803274,0.2931818181818182,0.2931818181818182,0.332962407962408,0.332962407962408,0.3289016539016539,0.3289016539016539,0.3202874671624672,0.3202874671624672,0.3361593534670458,0.3361593534670458,4.6944444444444455,4.6944444444444455,3.807692307692307,3.807692307692307,0.11372701372701373,0.11372701372701373,0.23689643689643686,0.23689643689643686,0.14634393384393382,0.14634393384393382,0.11774891774891774,0.11774891774891774,0.1012112887112887,0.1012112887112887,0.0558025308025308,0.0558025308025308,0.07503098753098753,0.07503098753098753,0.0236013986013986,0.0236013986013986,2018/04/02/minmlb-pitmlb-1
